inbound_id,outbound_id,tail,inbound_date,inbound_flight,inbound_origin,outbound_date,outbound_flight,outbound_origin,outbound_destination,actual_inbound_arrival_utc,actual_outbound_departure_utc,actual_ground_gap_minutes,scheduled_outbound_departure_utc,remaining_minutes_at_arrival,outbound_departure_delay_minutes,outbound_delay_ge_15,gap_band,has_next_observed,feb_outbound,december_predecessor,accepted,primary_reason,warnings,short_turn
2024-01_reporting.csv:116592,2024-01_reporting.csv:116595,N637RW,2024-01-07,3789,EWR,2024-01-07,4156,ORD,RIC,2024-01-07T19:47:00+00:00,2024-01-07T20:39:00+00:00,52.0,2024-01-07T20:42:00+00:00,55.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116596,2024-01_reporting.csv:116594,N637RW,2024-01-07,4156,RIC,2024-01-07,3838,ORD,GRB,2024-01-08T01:31:00+00:00,2024-01-08T02:55:00+00:00,84.0,2024-01-08T03:00:00+00:00,89.0,-5.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116597,2024-01_reporting.csv:116600,N643RW,2024-01-07,3530,TUL,2024-01-07,3679,ORD,BWI,2024-01-07T13:50:00+00:00,2024-01-07T14:28:00+00:00,38.0,2024-01-07T14:21:00+00:00,31.0,7.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116599,2024-01_reporting.csv:116601,N643RW,2024-01-07,3679,BWI,2024-01-07,3741,ORD,SDF,2024-01-07T18:58:00+00:00,2024-01-07T20:22:00+00:00,84.0,2024-01-07T20:23:00+00:00,85.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116602,2024-01_reporting.csv:116598,N643RW,2024-01-07,3741,SDF,2024-01-07,3580,ORD,BUF,2024-01-07T23:48:00+00:00,2024-01-08T00:40:00+00:00,52.0,2024-01-08T00:40:00+00:00,52.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116603,2024-01_reporting.csv:116607,N645RW,2024-01-07,3746,CMI,2024-01-07,3818,ORD,ICT,2024-01-07T18:33:00+00:00,2024-01-07T19:11:00+00:00,38.0,2024-01-07T19:17:00+00:00,44.0,-6.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116606,2024-01_reporting.csv:116605,N645RW,2024-01-07,3818,ICT,2024-01-07,3755,ORD,ICT,2024-01-08T01:09:00+00:00,2024-01-08T02:17:00+00:00,68.0,2024-01-08T02:19:00+00:00,70.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116608,2024-01_reporting.csv:116604,N645RW,2024-01-07,4094,CVG,2024-01-07,3747,ORD,CMI,2024-01-07T13:27:00+00:00,2024-01-07T15:50:00+00:00,143.0,2024-01-07T15:55:00+00:00,148.0,-5.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116609,2024-01_reporting.csv:116611,N760MQ,2024-01-07,3321,DSM,2024-01-07,3972,ORD,CVG,2024-01-07T22:53:00+00:00,2024-01-08T00:18:00+00:00,85.0,2024-01-08T00:22:00+00:00,89.0,-4.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116612,2024-01_reporting.csv:116610,N760MQ,2024-01-07,4088,XNA,2024-01-07,3321,ORD,DSM,2024-01-07T13:09:00+00:00,2024-01-07T19:32:00+00:00,383.0,2024-01-07T19:37:00+00:00,388.0,-5.0,False,>360,True,False,False,True,accepted,,False
2024-01_reporting.csv:116615,2024-01_reporting.csv:116613,N761RW,2024-01-07,3715,PVD,2024-01-07,3313,ORD,GRR,2024-01-08T02:17:00+00:00,2024-01-08T02:49:00+00:00,32.0,2024-01-08T02:56:00+00:00,39.0,-7.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116616,2024-01_reporting.csv:116614,N761RW,2024-01-07,3742,MEM,2024-01-07,3715,ORD,PVD,2024-01-07T18:26:00+00:00,2024-01-07T19:55:00+00:00,89.0,2024-01-07T19:59:00+00:00,93.0,-4.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116619,2024-01_reporting.csv:116622,N762DT,2024-01-07,3517,PVD,2024-01-07,3849,ORD,SGF,2024-01-07T15:14:00+00:00,2024-01-07T16:00:00+00:00,46.0,2024-01-07T16:00:00+00:00,46.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116620,2024-01_reporting.csv:116618,N762DT,2024-01-07,3780,CID,2024-01-07,3499,ORD,HPN,2024-01-07T23:35:00+00:00,2024-01-08T00:35:00+00:00,60.0,2024-01-08T00:41:00+00:00,66.0,-6.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116623,2024-01_reporting.csv:116621,N762DT,2024-01-07,3849,SGF,2024-01-07,3780,ORD,CID,2024-01-07T20:04:00+00:00,2024-01-07T20:39:00+00:00,35.0,2024-01-07T20:41:00+00:00,37.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116629,2024-01_reporting.csv:116631,N764JD,2024-01-07,3430,BUF,2024-01-07,3694,ORD,CMI,2024-01-08T01:03:00+00:00,2024-01-08T02:21:00+00:00,78.0,2024-01-08T02:24:00+00:00,81.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116632,2024-01_reporting.csv:116633,N764JD,2024-01-07,3835,GRB,2024-01-07,4134,ORD,SYR,2024-01-07T14:37:00+00:00,2024-01-07T15:38:00+00:00,61.0,2024-01-07T14:25:00+00:00,-12.0,73.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116634,2024-01_reporting.csv:116630,N764JD,2024-01-07,4134,SYR,2024-01-07,3430,ORD,BUF,2024-01-07T20:15:00+00:00,2024-01-07T20:50:00+00:00,35.0,2024-01-07T20:50:00+00:00,35.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116637,2024-01_reporting.csv:116635,N765ST,2024-01-07,3606,SGF,2024-01-07,3362,ORD,SGF,2024-01-08T01:17:00+00:00,2024-01-08T01:47:00+00:00,30.0,2024-01-08T01:25:00+00:00,8.0,22.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116639,2024-01_reporting.csv:116636,N765ST,2024-01-07,3670,TUL,2024-01-07,3606,ORD,SGF,2024-01-07T18:43:00+00:00,2024-01-07T19:45:00+00:00,62.0,2024-01-07T19:43:00+00:00,60.0,2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116640,2024-01_reporting.csv:116638,N765ST,2024-01-07,3751,FAR,2024-01-07,3670,ORD,TUL,2024-01-07T13:09:00+00:00,2024-01-07T14:14:00+00:00,65.0,2024-01-07T14:15:00+00:00,66.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116648,2024-01_reporting.csv:116652,N768RD,2024-01-07,3744,COU,2024-01-07,3866,ORD,BNA,2024-01-07T15:37:00+00:00,2024-01-07T16:10:00+00:00,33.0,2024-01-07T15:55:00+00:00,18.0,15.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116651,2024-01_reporting.csv:116650,N768RD,2024-01-07,3866,BNA,2024-01-07,3769,ORD,ATL,2024-01-07T20:21:00+00:00,2024-01-07T20:57:00+00:00,36.0,2024-01-07T20:59:00+00:00,38.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116653,2024-01_reporting.csv:116656,N769KW,2024-01-07,3757,ICT,2024-01-07,4092,ORD,ROC,2024-01-07T13:37:00+00:00,2024-01-07T14:24:00+00:00,47.0,2024-01-07T14:26:00+00:00,49.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116654,2024-01_reporting.csv:135270,N769KW,2024-01-07,3825,COU,2024-01-08,3836,ORD,IAH,2024-01-07T23:12:00+00:00,2024-01-08T15:15:00+00:00,963.0,2024-01-08T15:09:00+00:00,957.0,6.0,False,>360,True,False,False,True,accepted,,False
2024-01_reporting.csv:116657,2024-01_reporting.csv:116655,N769KW,2024-01-07,4092,ROC,2024-01-07,3842,ORD,COU,2024-01-07T18:42:00+00:00,2024-01-07T19:53:00+00:00,71.0,2024-01-07T19:46:00+00:00,64.0,7.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116658,2024-01_reporting.csv:116661,N770JM,2024-01-07,3467,IND,2024-01-07,3664,ORD,CMH,2024-01-07T21:59:00+00:00,2024-01-07T23:30:00+00:00,91.0,2024-01-07T22:45:00+00:00,46.0,45.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116660,2024-01_reporting.csv:116663,N770JM,2024-01-07,3609,CMI,2024-01-07,3881,ORD,IND,2024-01-07T14:15:00+00:00,2024-01-07T15:25:00+00:00,70.0,2024-01-07T15:25:00+00:00,70.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116662,2024-01_reporting.csv:116659,N770JM,2024-01-07,3881,IND,2024-01-07,3467,ORD,IND,2024-01-07T18:21:00+00:00,2024-01-07T19:18:00+00:00,57.0,2024-01-07T19:19:00+00:00,58.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116664,2024-01_reporting.csv:116666,N771JV,2024-01-07,3312,AUS,2024-01-07,3377,ORD,FAR,2024-01-08T02:08:00+00:00,2024-01-08T02:46:00+00:00,38.0,2024-01-08T02:46:00+00:00,38.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116667,2024-01_reporting.csv:116669,N771JV,2024-01-07,3413,DSM,2024-01-07,4160,ORD,BNA,2024-01-07T13:47:00+00:00,2024-01-07T14:59:00+00:00,72.0,2024-01-07T14:38:00+00:00,51.0,21.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116668,2024-01_reporting.csv:116665,N771JV,2024-01-07,4160,BNA,2024-01-07,3314,ORD,AUS,2024-01-07T18:57:00+00:00,2024-01-07T19:48:00+00:00,51.0,2024-01-07T19:22:00+00:00,25.0,26.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116671,2024-01_reporting.csv:116674,N772MR,2024-01-07,3790,EYW,2024-01-07,3798,ORD,GRR,2024-01-07T22:46:00+00:00,2024-01-07T23:24:00+00:00,38.0,2024-01-07T23:00:00+00:00,14.0,24.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116673,2024-01_reporting.csv:116670,N772MR,2024-01-07,3798,GRR,2024-01-07,3748,ORD,CID,2024-01-08T01:39:00+00:00,2024-01-08T02:47:00+00:00,68.0,2024-01-08T02:30:00+00:00,51.0,17.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116683,2024-01_reporting.csv:116685,N776MS,2024-01-07,3319,EWR,2024-01-07,3690,ORD,CVG,2024-01-07T22:49:00+00:00,2024-01-08T02:19:00+00:00,210.0,2024-01-08T02:15:00+00:00,206.0,4.0,False,"(180,360]",True,False,False,True,accepted,,False
2024-01_reporting.csv:116686,2024-01_reporting.csv:116684,N776MS,2024-01-07,3710,GSP,2024-01-07,3374,ORD,EWR,2024-01-07T12:20:00+00:00,2024-01-07T17:52:00+00:00,332.0,2024-01-07T16:05:00+00:00,225.0,107.0,True,"(180,360]",True,False,False,True,accepted,,False
2024-01_reporting.csv:116695,2024-01_reporting.csv:116700,N779RN,2024-01-07,3496,HPN,2024-01-07,3922,ORD,BHM,2024-01-07T14:41:00+00:00,2024-01-07T15:14:00+00:00,33.0,2024-01-07T15:14:00+00:00,33.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116697,2024-01_reporting.csv:116696,N779RN,2024-01-07,3770,ATW,2024-01-07,3745,ORD,COU,2024-01-07T23:28:00+00:00,2024-01-08T01:53:00+00:00,145.0,2024-01-08T01:27:00+00:00,119.0,26.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116699,2024-01_reporting.csv:116698,N779RN,2024-01-07,3922,BHM,2024-01-07,3770,ORD,ATW,2024-01-07T19:37:00+00:00,2024-01-07T20:55:00+00:00,78.0,2024-01-07T20:58:00+00:00,81.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116702,2024-01_reporting.csv:116701,N783LC,2024-01-07,3808,HPN,2024-01-07,3537,ORD,PVD,2024-01-07T23:46:00+00:00,2024-01-08T00:47:00+00:00,61.0,2024-01-08T00:50:00+00:00,64.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116712,2024-01_reporting.csv:116714,N809MD,2024-01-07,3669,AVP,2024-01-07,3815,ORD,RST,2024-01-08T02:03:00+00:00,2024-01-08T02:34:00+00:00,31.0,2024-01-08T02:34:00+00:00,31.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116713,2024-01_reporting.csv:116715,N809MD,2024-01-07,3776,BOS,2024-01-07,3893,ORD,AVP,2024-01-07T19:55:00+00:00,2024-01-07T20:54:00+00:00,59.0,2024-01-07T20:55:00+00:00,60.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116716,2024-01_reporting.csv:135316,N821MD,2024-01-07,3310,EWR,2024-01-08,3416,ORD,ATL,2024-01-08T04:14:00+00:00,2024-01-08T14:16:00+00:00,602.0,2024-01-08T14:18:00+00:00,604.0,-2.0,False,>360,True,False,False,True,accepted,,False
2024-01_reporting.csv:116718,2024-01_reporting.csv:116717,N821MD,2024-01-07,3812,HPN,2024-01-07,3310,ORD,EWR,2024-01-07T20:25:00+00:00,2024-01-07T23:02:00+00:00,157.0,2024-01-07T23:05:00+00:00,160.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116720,2024-01_reporting.csv:116719,N821MD,2024-01-07,3975,GRR,2024-01-07,3812,ORD,HPN,2024-01-07T13:26:00+00:00,2024-01-07T14:17:00+00:00,51.0,2024-01-07T14:19:00+00:00,53.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116725,2024-01_reporting.csv:135327,N868RW,2024-01-07,3871,BOS,2024-01-08,3581,ORD,XNA,2024-01-08T06:11:00+00:00,2024-01-08T14:07:00+00:00,476.0,2024-01-08T14:14:00+00:00,483.0,-7.0,False,>360,True,False,False,True,accepted,,False
2024-01_reporting.csv:116726,2024-01_reporting.csv:116724,N868RW,2024-01-07,4053,BUF,2024-01-07,3788,ORD,EWR,2024-01-07T16:33:00+00:00,2024-01-07T20:05:00+00:00,212.0,2024-01-07T20:10:00+00:00,217.0,-5.0,False,"(180,360]",True,False,False,True,accepted,,False
2024-01_reporting.csv:116729,2024-01_reporting.csv:116727,N873RW,2024-01-07,3834,GRB,2024-01-07,3360,ORD,OKC,2024-01-08T01:10:00+00:00,2024-01-08T02:38:00+00:00,88.0,2024-01-08T02:30:00+00:00,80.0,8.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116731,2024-01_reporting.csv:116728,N873RW,2024-01-07,3845,RDU,2024-01-07,3830,ORD,GRB,2024-01-07T21:02:00+00:00,2024-01-07T22:36:00+00:00,94.0,2024-01-07T22:40:00+00:00,98.0,-4.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116733,2024-01_reporting.csv:116735,N874RW,2024-01-07,3792,OKC,2024-01-07,4091,ORD,SYR,2024-01-07T19:42:00+00:00,2024-01-07T20:38:00+00:00,56.0,2024-01-07T20:42:00+00:00,60.0,-4.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116736,2024-01_reporting.csv:116732,N874RW,2024-01-07,4091,SYR,2024-01-07,3695,ORD,LIT,2024-01-08T01:17:00+00:00,2024-01-08T02:18:00+00:00,61.0,2024-01-08T02:20:00+00:00,63.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:116737,2024-01_reporting.csv:116734,N874RW,2024-01-07,4129,SGF,2024-01-07,3792,ORD,OKC,2024-01-07T13:53:00+00:00,2024-01-07T14:31:00+00:00,38.0,2024-01-07T14:36:00+00:00,43.0,-5.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134685,2024-01_reporting.csv:134687,N205NN,2024-01-08,3609,CMI,2024-01-08,3760,ORD,DSM,2024-01-08T14:22:00+00:00,2024-01-08T19:52:00+00:00,330.0,2024-01-08T19:51:00+00:00,329.0,1.0,False,"(180,360]",True,False,False,True,accepted,,False
2024-01_reporting.csv:134686,2024-01_reporting.csv:134684,N205NN,2024-01-08,3760,DSM,2024-01-08,3449,ORD,ROC,2024-01-08T23:28:00+00:00,2024-01-09T00:34:00+00:00,66.0,2024-01-09T00:35:00+00:00,67.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134749,2024-01_reporting.csv:134750,N220NN,2024-01-08,3479,MCI,2024-01-08,3648,ORD,GSO,2024-01-09T00:18:00+00:00,2024-01-09T00:50:00+00:00,32.0,2024-01-09T00:28:00+00:00,10.0,22.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134753,2024-01_reporting.csv:134748,N220NN,2024-01-08,3934,BNA,2024-01-08,3317,ORD,MCI,2024-01-08T18:19:00+00:00,2024-01-08T20:07:00+00:00,108.0,2024-01-08T17:51:00+00:00,-28.0,136.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134825,2024-01_reporting.csv:134826,N234JW,2024-01-08,3871,BOS,2024-01-08,3956,ORD,MSN,2024-01-08T23:16:00+00:00,2024-01-09T00:10:00+00:00,54.0,2024-01-08T23:40:00+00:00,24.0,30.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134841,2024-01_reporting.csv:134839,N237NN,2024-01-08,3497,STL,2024-01-08,3384,ORD,CMH,2024-01-08T22:52:00+00:00,2024-01-09T00:23:00+00:00,91.0,2024-01-09T00:20:00+00:00,88.0,3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134843,2024-01_reporting.csv:134840,N237NN,2024-01-08,3688,PIT,2024-01-08,3497,ORD,STL,2024-01-08T18:00:00+00:00,2024-01-08T19:30:00+00:00,90.0,2024-01-08T19:30:00+00:00,90.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134844,2024-01_reporting.csv:134842,N237NN,2024-01-08,3782,DSM,2024-01-08,3688,ORD,PIT,2024-01-08T12:22:00+00:00,2024-01-08T14:13:00+00:00,111.0,2024-01-08T14:14:00+00:00,112.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134858,2024-01_reporting.csv:134861,N240NN,2024-01-08,3680,MSY,2024-01-08,3741,ORD,SDF,2024-01-08T19:49:00+00:00,2024-01-08T21:26:00+00:00,97.0,2024-01-08T21:28:00+00:00,99.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134860,2024-01_reporting.csv:134859,N240NN,2024-01-08,3710,GSP,2024-01-08,3680,ORD,MSY,2024-01-08T13:34:00+00:00,2024-01-08T14:27:00+00:00,53.0,2024-01-08T14:30:00+00:00,56.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134862,2024-01_reporting.csv:134857,N240NN,2024-01-08,3741,SDF,2024-01-08,3323,ORD,EWR,2024-01-09T01:20:00+00:00,2024-01-09T03:32:00+00:00,132.0,2024-01-09T02:30:00+00:00,70.0,62.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134908,2024-01_reporting.csv:134909,N250NN,2024-01-08,3375,XNA,2024-01-08,3499,ORD,HPN,2024-01-08T23:50:00+00:00,2024-01-09T00:44:00+00:00,54.0,2024-01-09T00:45:00+00:00,55.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134910,2024-01_reporting.csv:134907,N250NN,2024-01-08,3746,CMI,2024-01-08,3375,ORD,XNA,2024-01-08T18:17:00+00:00,2024-01-08T19:30:00+00:00,73.0,2024-01-08T19:29:00+00:00,72.0,1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134912,2024-01_reporting.csv:134911,N250NN,2024-01-08,4134,SYR,2024-01-08,3747,ORD,CMI,2024-01-08T15:28:00+00:00,2024-01-08T15:55:00+00:00,27.0,2024-01-08T15:55:00+00:00,27.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:134955,2024-01_reporting.csv:134952,N259NN,2024-01-08,3656,LIT,2024-01-08,3427,ORD,BNA,2024-01-08T12:50:00+00:00,2024-01-08T14:22:00+00:00,92.0,2024-01-08T14:25:00+00:00,95.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135035,2024-01_reporting.csv:135034,N274NN,2024-01-08,3398,ELP,2024-01-08,3382,ORD,BDL,2024-01-08T21:58:00+00:00,2024-01-08T22:56:00+00:00,58.0,2024-01-08T20:30:00+00:00,-88.0,146.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135036,2024-01_reporting.csv:135037,N274NN,2024-01-08,3673,GSO,2024-01-08,3877,ORD,ELP,2024-01-08T13:57:00+00:00,2024-01-08T14:29:00+00:00,32.0,2024-01-08T14:19:00+00:00,22.0,10.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135160,2024-01_reporting.csv:135164,N304KM,2024-01-08,3418,AUS,2024-01-08,3690,ORD,CVG,2024-01-09T00:05:00+00:00,2024-01-09T00:42:00+00:00,37.0,2024-01-09T00:25:00+00:00,20.0,17.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135206,2024-01_reporting.csv:135201,N451YX,2024-01-08,4088,XNA,2024-01-08,3322,ORD,AUS,2024-01-08T13:03:00+00:00,2024-01-08T14:34:00+00:00,91.0,2024-01-08T14:35:00+00:00,92.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135207,2024-01_reporting.csv:135209,N635RW,2024-01-08,3559,MEM,2024-01-08,3922,ORD,MEM,2024-01-08T14:46:00+00:00,2024-01-08T15:48:00+00:00,62.0,2024-01-08T15:50:00+00:00,64.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135208,2024-01_reporting.csv:152655,N635RW,2024-01-08,3922,MEM,2024-01-09,3937,ORD,OMA,2024-01-08T19:52:00+00:00,2024-01-09T16:08:00+00:00,1216.0,2024-01-09T16:09:00+00:00,1217.0,-1.0,False,>360,True,False,False,True,accepted,,False
2024-01_reporting.csv:135215,2024-01_reporting.csv:135214,N637RW,2024-01-08,3815,GRB,2024-01-08,3789,ORD,EWR,2024-01-08T13:28:00+00:00,2024-01-08T14:29:00+00:00,61.0,2024-01-08T14:30:00+00:00,62.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135216,2024-01_reporting.csv:135219,N643RW,2024-01-08,3306,BUF,2024-01-08,3937,ORD,OMA,2024-01-08T15:01:00+00:00,2024-01-08T16:22:00+00:00,81.0,2024-01-08T16:10:00+00:00,69.0,12.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135218,2024-01_reporting.csv:135217,N643RW,2024-01-08,3937,OMA,2024-01-08,3811,ORD,OMA,2024-01-08T20:05:00+00:00,2024-01-08T21:28:00+00:00,83.0,2024-01-08T21:31:00+00:00,86.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135221,2024-01_reporting.csv:135223,N645RW,2024-01-08,3596,STL,2024-01-08,4074,ORD,RDU,2024-01-08T17:38:00+00:00,2024-01-08T18:38:00+00:00,60.0,2024-01-08T18:45:00+00:00,67.0,-7.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135222,2024-01_reporting.csv:135220,N645RW,2024-01-08,3757,ICT,2024-01-08,3595,ORD,STL,2024-01-08T13:20:00+00:00,2024-01-08T14:12:00+00:00,52.0,2024-01-08T14:14:00+00:00,54.0,-2.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135224,2024-01_reporting.csv:152666,N645RW,2024-01-08,4074,RDU,2024-01-09,3493,ORD,BDL,2024-01-08T23:32:00+00:00,2024-01-09T14:59:00+00:00,927.0,2024-01-09T14:22:00+00:00,890.0,37.0,True,>360,True,False,False,True,accepted,,False
2024-01_reporting.csv:135225,2024-01_reporting.csv:135230,N760MQ,2024-01-08,3319,EWR,2024-01-08,3833,ORD,CID,2024-01-08T20:58:00+00:00,2024-01-08T21:54:00+00:00,56.0,2024-01-08T20:52:00+00:00,-6.0,62.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135228,2024-01_reporting.csv:135226,N760MQ,2024-01-08,3826,CVG,2024-01-08,3374,ORD,EWR,2024-01-08T15:03:00+00:00,2024-01-08T15:47:00+00:00,44.0,2024-01-08T15:50:00+00:00,47.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135229,2024-01_reporting.csv:135227,N760MQ,2024-01-08,3833,CID,2024-01-08,3377,ORD,FAR,2024-01-09T00:30:00+00:00,2024-01-09T01:14:00+00:00,44.0,2024-01-09T00:53:00+00:00,23.0,21.0,True,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135231,2024-01_reporting.csv:135236,N761RW,2024-01-08,3362,GRR,2024-01-08,3742,ORD,BHM,2024-01-08T12:51:00+00:00,2024-01-08T14:04:00+00:00,73.0,2024-01-08T14:15:00+00:00,84.0,-11.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135234,2024-01_reporting.csv:135232,N761RW,2024-01-08,3707,PIT,2024-01-08,3578,ORD,XNA,2024-01-08T23:42:00+00:00,2024-01-09T00:34:00+00:00,52.0,2024-01-09T00:34:00+00:00,52.0,0.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135235,2024-01_reporting.csv:135233,N761RW,2024-01-08,3742,BHM,2024-01-08,3707,ORD,PIT,2024-01-08T18:31:00+00:00,2024-01-08T19:54:00+00:00,83.0,2024-01-08T19:50:00+00:00,79.0,4.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135238,2024-01_reporting.csv:135239,N762DT,2024-01-08,3496,HPN,2024-01-08,3845,ORD,RDU,2024-01-08T14:37:00+00:00,2024-01-08T15:57:00+00:00,80.0,2024-01-08T16:00:00+00:00,83.0,-3.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135240,2024-01_reporting.csv:135237,N762DT,2024-01-08,3845,RDU,2024-01-08,3320,ORD,SGF,2024-01-08T20:40:00+00:00,2024-01-08T21:50:00+00:00,70.0,2024-01-08T21:43:00+00:00,63.0,7.0,False,"(15,180]",True,False,False,True,accepted,,True
2024-01_reporting.csv:135253,2024-01_reporting.csv:135254,N765ST,2024-01-08,3678,BDL,2024-01-08,3799,ORD,GRB,2024-01-08T19:43:00+00:00,2024-01-09T05:08:00+00:00,565.0,2024-01-08T22:52:00+00:00,189.0,376.0,True,>360,True,False,False,True,accepted,,False
2024-01_reporting.csv:135255,2024-01_reporting.csv:135252,N765ST,2024-01-08,4129,SGF,2024-01-08,3493,ORD,BDL,2024-01-08T12:51:00+00:00,2024-01-08T14:21:00+00:00,90.0,2024-01-08T14:22:00+00:00,91.0,-1.0,False,"(15,180]",True,False,False,True,accepted,,True
